PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
173,1,3,0,1.0,1,1,11.1333,75.0,2.0
185,1,3,0,4.0,0,2,22.025,75.0,2.0
187,1,3,0,29.69911764705882,1,0,15.5,75.0,1.0
191,1,2,0,32.0,0,0,13.0,75.0,2.0
193,1,3,0,19.0,1,0,7.8542,75.0,2.0
195,1,1,0,44.0,0,0,27.7208,28.0,0.0
196,1,1,0,58.0,0,0,146.5208,43.0,0.0
199,1,3,0,29.69911764705882,0,0,7.75,75.0,1.0
209,1,3,0,16.0,0,0,7.75,75.0,1.0
212,1,2,0,35.0,0,0,21.0,75.0,2.0
216,1,1,0,31.0,1,0,113.275,103.0,0.0
217,1,3,0,27.0,0,0,7.925,75.0,2.0
219,1,1,0,32.0,0,0,76.2917,93.0,0.0
231,1,1,0,35.0,1,0,83.475,80.0,2.0
234,1,3,0,5.0,4,2,31.3875,75.0,2.0
238,1,2,0,8.0,0,2,26.25,75.0,2.0
242,1,3,0,29.69911764705882,1,0,15.5,75.0,1.0
248,1,2,0,24.0,0,2,14.5,75.0,2.0
256,1,3,0,29.0,0,2,15.2458,75.0,0.0
257,1,1,0,29.69911764705882,0,0,79.2,75.0,0.0
258,1,1,0,30.0,0,0,86.5,40.0,2.0
259,1,1,0,35.0,0,0,512.3292,75.0,0.0
260,1,2,0,50.0,0,1,26.0,75.0,2.0
269,1,1,0,58.0,0,1,153.4625,57.0,2.0
270,1,1,0,35.0,0,0,135.6333,89.0,2.0
273,1,2,0,41.0,0,1,19.5,75.0,2.0
275,1,3,0,29.69911764705882,0,0,7.75,75.0,1.0
276,1,1,0,63.0,1,0,77.9583,113.0,2.0
280,1,3,0,35.0,1,1,20.25,75.0,2.0
290,1,3,0,22.0,0,0,7.75,75.0,1.0
291,1,1,0,26.0,0,0,78.85,75.0,2.0
292,1,1,0,19.0,1,0,91.0792,31.0,0.0
300,1,1,0,50.0,0,1,247.5208,36.0,0.0
301,1,3,0,29.69911764705882,0,0,7.75,75.0,1.0
304,1,2,0,29.69911764705882,0,0,12.35,116.0,1.0
307,1,1,0,29.69911764705882,0,0,110.8833,75.0,0.0
308,1,1,0,17.0,1,0,108.9,74.0,0.0
310,1,1,0,30.0,0,0,56.9292,125.0,0.0
311,1,1,0,24.0,0,0,83.1583,72.0,0.0
312,1,1,0,18.0,2,2,262.375,35.0,0.0
316,1,3,0,26.0,0,0,7.8542,75.0,2.0
317,1,2,0,24.0,1,0,26.0,75.0,2.0
319,1,1,0,31.0,0,2,164.8667,76.0,2.0
320,1,1,0,40.0,1,1,134.5,124.0,0.0
323,1,2,0,30.0,0,0,12.35,75.0,1.0
324,1,2,0,22.0,1,1,29.0,75.0,2.0
326,1,1,0,36.0,0,0,135.6333,65.0,0.0
328,1,2,0,36.0,0,0,13.0,90.0,2.0
329,1,3,0,31.0,1,1,20.525,75.0,2.0
330,1,1,0,16.0,0,1,57.9792,17.0,0.0
331,1,3,0,29.69911764705882,2,0,23.25,75.0,1.0
335,1,1,0,29.69911764705882,1,0,133.65,75.0,2.0
338,1,1,0,41.0,0,0,134.5,127.0,0.0
342,1,1,0,24.0,3,2,263.0,63.0,2.0
346,1,2,0,24.0,0,0,13.0,142.0,2.0
347,1,2,0,40.0,0,0,13.0,75.0,2.0
348,1,3,0,29.69911764705882,1,0,16.1,75.0,2.0
357,1,1,0,22.0,0,1,55.0,123.0,2.0
359,1,3,0,29.69911764705882,0,0,7.8792,75.0,1.0
360,1,3,0,29.69911764705882,0,0,7.8792,75.0,1.0
367,1,1,0,60.0,1,0,75.25,104.0,0.0
368,1,3,0,29.69911764705882,0,0,7.2292,75.0,0.0
369,1,3,0,29.69911764705882,0,0,7.75,75.0,1.0
370,1,1,0,24.0,0,0,69.3,24.0,0.0
376,1,1,0,29.69911764705882,1,0,82.1708,75.0,0.0
377,1,3,0,22.0,0,0,7.25,75.0,2.0
381,1,1,0,42.0,0,0,227.525,75.0,0.0
382,1,3,0,1.0,0,2,15.7417,75.0,0.0
384,1,1,0,35.0,1,0,52.0,75.0,2.0
388,1,2,0,36.0,0,0,13.0,75.0,2.0
390,1,2,0,17.0,0,0,12.0,75.0,0.0
394,1,1,0,23.0,1,0,113.275,103.0,0.0
395,1,3,0,24.0,0,2,16.7,145.0,2.0
400,1,2,0,28.0,0,0,12.65,75.0,2.0
413,1,1,0,33.0,1,0,90.0,78.0,1.0
417,1,2,0,34.0,1,1,32.5,75.0,2.0
418,1,2,0,18.0,0,2,13.0,75.0,2.0
427,1,2,0,28.0,1,0,26.0,75.0,2.0
428,1,2,0,19.0,0,0,26.0,75.0,2.0
432,1,3,0,29.69911764705882,1,0,16.1,75.0,2.0
433,1,2,0,42.0,1,0,26.0,75.0,2.0
436,1,1,0,14.0,1,2,120.0,47.0,2.0
438,1,2,0,24.0,2,3,18.75,75.0,2.0
441,1,2,0,45.0,1,1,26.25,75.0,2.0
444,1,2,0,28.0,0,0,13.0,75.0,2.0
447,1,2,0,13.0,0,1,19.5,75.0,2.0
449,1,3,0,5.0,2,1,19.2583,75.0,0.0
458,1,1,0,29.69911764705882,1,0,51.8625,97.0,2.0
459,1,2,0,50.0,0,0,10.5,75.0,2.0
470,1,3,0,0.75,2,1,19.2583,75.0,0.0
473,1,2,0,33.0,1,2,27.75,75.0,2.0
474,1,2,0,23.0,0,0,13.7917,90.0,0.0
480,1,3,0,2.0,0,1,12.2875,75.0,2.0
484,1,3,0,63.0,0,0,9.5875,75.0,2.0
487,1,1,0,35.0,1,0,90.0,87.0,2.0
497,1,1,0,54.0,1,0,78.2667,96.0,0.0
505,1,1,0,16.0,0,0,86.5,42.0,2.0
507,1,2,0,33.0,0,2,26.0,75.0,2.0
514,1,1,0,54.0,1,0,59.4,75.0,0.0
517,1,2,0,34.0,0,0,10.5,142.0,2.0
519,1,2,0,36.0,1,0,26.0,75.0,2.0
521,1,1,0,30.0,0,0,93.5,39.0,2.0
524,1,1,0,44.0,0,1,57.9792,17.0,0.0
527,1,2,0,50.0,0,0,10.5,75.0,2.0
531,1,2,0,2.0,1,1,26.0,75.0,2.0
534,1,3,0,29.69911764705882,0,2,22.3583,75.0,0.0
536,1,2,0,7.0,0,2,26.25,75.0,2.0
538,1,1,0,30.0,0,0,106.425,75.0,0.0
540,1,1,0,22.0,0,2,49.5,27.0,0.0
541,1,1,0,36.0,0,2,71.0,20.0,2.0
547,1,2,0,19.0,1,0,26.0,75.0,2.0
555,1,3,0,22.0,0,0,7.775,75.0,2.0
557,1,1,0,48.0,1,0,39.6,2.0,0.0
559,1,1,0,39.0,1,1,79.65,134.0,2.0
560,1,3,0,36.0,1,0,17.4,75.0,2.0
572,1,1,0,53.0,2,0,51.4792,48.0,2.0
574,1,3,0,29.69911764705882,0,0,7.75,75.0,1.0
577,1,2,0,34.0,0,0,13.0,75.0,2.0
578,1,1,0,39.0,1,0,55.9,128.0,2.0
581,1,2,0,25.0,1,1,30.0,75.0,2.0
582,1,1,0,39.0,1,1,110.8833,75.0,0.0
586,1,1,0,18.0,0,2,79.65,135.0,2.0
592,1,1,0,52.0,1,0,78.2667,96.0,0.0
597,1,2,0,29.69911764705882,0,0,33.0,75.0,2.0
601,1,2,0,24.0,2,1,27.0,75.0,2.0
609,1,2,0,22.0,1,2,41.5792,75.0,0.0
610,1,1,0,40.0,0,0,153.4625,57.0,2.0
613,1,3,0,29.69911764705882,1,0,15.5,75.0,1.0
616,1,2,0,24.0,1,2,65.0,75.0,2.0
619,1,2,0,4.0,2,1,39.0,144.0,2.0
628,1,1,0,21.0,0,0,77.9583,114.0,2.0
636,1,2,0,28.0,0,0,13.0,75.0,2.0
642,1,1,0,24.0,0,0,69.3,24.0,0.0
645,1,3,0,0.75,2,1,19.2583,75.0,0.0
650,1,3,0,23.0,0,0,7.55,75.0,2.0
652,1,2,0,18.0,0,1,23.0,75.0,2.0
654,1,3,0,29.69911764705882,0,0,7.8292,75.0,1.0
670,1,1,0,29.69911764705882,1,0,52.0,58.0,2.0
671,1,2,0,40.0,1,1,39.0,75.0,2.0
678,1,3,0,18.0,0,0,9.8417,75.0,2.0
690,1,1,0,15.0,0,1,211.3375,32.0,2.0
692,1,3,0,4.0,0,1,13.4167,75.0,0.0
698,1,3,0,29.69911764705882,0,0,7.7333,75.0,1.0
701,1,1,0,18.0,1,0,227.525,73.0,0.0
707,1,2,0,45.0,0,0,13.5,75.0,2.0
709,1,1,0,22.0,0,0,151.55,75.0,2.0
711,1,1,0,24.0,0,0,49.5042,84.0,0.0
717,1,1,0,38.0,0,0,227.525,66.0,0.0
718,1,2,0,27.0,0,0,10.5,116.0,2.0
721,1,2,0,6.0,0,1,33.0,75.0,2.0
727,1,2,0,30.0,3,0,21.0,75.0,2.0
728,1,3,0,29.69911764705882,0,0,7.7375,75.0,1.0
731,1,1,0,29.0,0,0,211.3375,32.0,2.0
743,1,1,0,21.0,2,2,262.375,35.0,0.0
748,1,2,0,30.0,0,0,13.0,75.0,2.0
751,1,2,0,4.0,1,1,23.0,75.0,2.0
755,1,2,0,48.0,1,2,65.0,75.0,2.0
760,1,1,0,33.0,0,0,86.5,40.0,2.0
764,1,1,0,36.0,1,2,120.0,47.0,2.0
766,1,1,0,51.0,1,0,77.9583,92.0,2.0
775,1,2,0,54.0,1,3,23.0,75.0,2.0
778,1,3,0,5.0,0,0,12.475,75.0,2.0
780,1,1,0,43.0,0,1,211.3375,22.0,2.0
781,1,3,0,13.0,0,0,7.2292,75.0,0.0
782,1,1,0,17.0,1,0,57.0,19.0,2.0
787,1,3,0,18.0,0,0,7.4958,75.0,2.0
797,1,1,0,49.0,0,0,25.9292,94.0,2.0
798,1,3,0,31.0,0,0,8.6833,75.0,2.0
802,1,2,0,31.0,1,1,26.25,75.0,2.0
810,1,1,0,33.0,1,0,53.1,137.0,2.0
821,1,1,0,52.0,1,1,93.5,37.0,2.0
824,1,3,0,27.0,0,1,12.475,118.0,2.0
830,1,1,0,62.0,0,0,80.0,21.0,2.0
831,1,3,0,15.0,1,0,14.4542,75.0,0.0
836,1,1,0,39.0,1,1,83.1583,130.0,0.0
843,1,1,0,30.0,0,0,31.0,75.0,0.0
850,1,1,0,29.69911764705882,1,0,89.1042,86.0,0.0
854,1,1,0,16.0,0,1,39.4,99.0,2.0
856,1,3,0,18.0,0,1,9.35,75.0,2.0
857,1,1,0,45.0,1,1,164.8667,75.0,2.0
859,1,3,0,24.0,0,3,19.2583,75.0,0.0
863,1,1,0,48.0,0,0,25.9292,94.0,2.0
866,1,2,0,42.0,0,0,13.0,75.0,2.0
867,1,2,0,27.0,1,0,13.8583,75.0,0.0
872,1,1,0,47.0,1,1,52.5542,102.0,2.0
875,1,2,0,28.0,1,0,24.0,75.0,0.0
876,1,3,0,15.0,0,0,7.225,75.0,0.0
880,1,1,0,56.0,0,1,83.1583,70.0,0.0
881,1,2,0,25.0,0,1,26.0,75.0,2.0
888,1,1,0,19.0,0,0,30.0,30.0,2.0
